time,seconds_elapsed,z,y,x
1761505928604264000,0.075263916015625,0.09481704929172992,-0.1707555028513074,0.07254756901226937
1761505928624420000,0.095420166015625,0.03255903829932213,-0.048829789620637894,0.30341778721697626
1761505928644576000,0.115575927734375,-0.05569558373689651,-0.01688654513210058,0.3252258605297655
1761505928664732200,0.135732177734375,-0.14178162956237791,0.055171267601847644,0.20464973527714608
1761505928684888000,0.15588818359375,-0.2645253811776638,0.11094283918440341,0.18704130561128257
1761505928705044000,0.1760439453125,-0.18083529057800768,0.09719225399047136,0.08141732336208224
1761505928725200100,0.1962001953125,-0.1251864685922861,0.1533849735945463,-0.07198803543336689
1761505928745356000,0.21635595703125,-0.057821489849686616,0.06380991660952567,0.05803147933855653
1761505928765512200,0.23651220703125,0.08960369855761527,-0.02829378207027912,0.007322451842576265
1761505928785669000,0.256669189453125,0.14790624992251394,-0.097504388679564,0.09409224214851855
1761505928805825300,0.2768251953125,0.2126893954783678,-0.11756342636793851,0.12584566315338014
1761505928825981200,0.296981201171875,0.27290625603199004,-0.09874065247625112,0.06973170787394047
1761505928846137000,0.31713720703125,0.1678676724553108,-0.1960992029443383,0.14288871402144432
1761505928866293200,0.337293212890625,0.1759592089742422,-0.26030162600278856,0.10977766786254942
1761505928886449200,0.35744921875,0.15735270818173885,-0.21566607320159673,0.09775273741744459
1761505928906605300,0.377605224609375,0.13877835609316824,-0.19086480942219494,0.06531074962653219
1761505928926761200,0.39776123046875,0.20543606334924697,-0.08386603168845176,-0.06044562780819833
1761505928946917000,0.417917236328125,0.1540133346259594,-0.08003361391872167,-0.0567391745056957
1761505928967073300,0.4380732421875,0.13108020280599594,-0.08019728004783391,-0.059693567331880325
1761505928987229200,0.458229248046875,0.06231120248436928,-0.14597060568481682,0.03597571487501263
1761505929007385000,0.478385009765625,-0.058198506468534465,-0.14174538920521734,-0.011546207017451524
1761505929027541200,0.498541259765625,-0.07993570650219917,-0.13079437160193919,-0.06133731595091521
1761505929047697200,0.518697265625,-0.1017237599402666,-0.11851532026529311,-0.0772051855597645
1761505929067853300,0.538853271484375,-0.05073708454668521,-0.15999387034028767,-0.13360175717286765
1761505929088009200,0.55900927734375,-0.016449615019559858,-0.2991644406214356,-0.06625782121829688
1761505929108165400,0.579165283203125,0.061337389016151427,-0.39330987426191566,-0.057747036373987794
1761505929128321300,0.5993212890625,0.14559388132691384,-0.5534907916069031,0.006213759948313236
1761505929148477200,0.619477294921875,0.16927344760000704,-0.6479349159330129,0.03102693336121738
1761505929168633300,0.63963330078125,0.2837134812504053,-0.7011410209417342,0.005747969067469239
1761505929188789200,0.659789306640625,0.2655523861378431,-0.7037661087483167,-0.003073708356916904
1761505929208946200,0.6799462890625,0.2973334258019924,-0.7038684000790119,-0.08530461312420666
1761505929229102000,0.70010205078125,0.26551263864934443,-0.7819093788757919,-0.04985927879884839
1761505929249258200,0.72025830078125,0.19042203409075736,-0.7429805132836103,-0.0338955476000905
1761505929269414100,0.7404140625,0.10411094733774662,-0.7663051286391913,-0.022694573823735117
1761505929289570000,0.760570068359375,0.00486029951274395,-0.6948048036575317,-0.028570114793628452
1761505929309726200,0.780726318359375,-0.09219313052892684,-0.5753035410948097,-0.08455839786678553
1761505929329882000,0.800882080078125,-0.1265811378210783,-0.4914483230613172,-0.11891045706272124
1761505929350038300,0.821038330078125,-0.04924070850908756,-0.3812918119490146,-0.19909524295516312
1761505929370194200,0.841194091796875,-0.1094622452378273,-0.4622114149220288,-0.15701083594150841
1761505929390350000,0.86135009765625,-0.03763151925802231,-0.4434527923077345,-0.10399864606969057
1761505929410506200,0.88150634765625,-0.05465162764191627,-0.5289119384065271,0.005612506119534373
1761505929430662100,0.901662109375,-0.03960252707004547,-0.5656354029089212,0.10606894953772425
1761505929450818000,0.921818115234375,-0.1273123747050762,-0.5782620986394584,0.16499460123702883
1761505929470974200,0.94197412109375,-0.14214637122154236,-0.4846820437967777,0.06155278533250093
1761505929491130000,0.962130126953125,-0.15232874253988266,-0.37987273893132806,-0.032358839552104474
1761505929511286300,0.982286376953125,-0.06143032799661159,-0.2668365807294845,-0.1502638458993286
