time,ax,ay,az,gx,gy,gz,activity_type
1761430231866737400,0.072402242257446,-0.1594653346878476,9.76151555776e-05,-0.0068164155818521,-0.0494052320718765,-0.0580789223313331,still
1761430231886681300,-0.0029594343274831,-0.0791327378225512,0.1185533141881227,0.0194253791123628,-0.0767799690365791,-0.069669134914875,still
1761430231906624300,0.0030209552563726,-0.0532349292444065,0.2929500961512327,-0.0441488027572631,-0.1343087702989578,-0.0756117179989814,still
1761430231926567400,0.0152792560659348,-0.0420804614908993,0.0408294385164976,-0.0482916869223117,-0.0967975184321403,-0.0853592827916145,still
1761430231946511400,0.0830596837416291,0.0609810498591512,-0.256766437613964,0.0142522379755973,-0.0186486653983593,-0.0870227292180061,still
1761430231966454300,0.2051468711443245,0.1770929987771436,-0.2200572938978671,0.0493672974407672,0.042750421911478,-0.0726108625531196,still
1761430231986398200,0.2478914956323802,0.1123744246237911,0.0297714534074068,0.0128718754276633,0.0727420970797538,-0.0544667020440101,still
1761430232006341000,0.2708558993734419,0.0238786142428405,0.184152452301979,-0.0255420189350843,0.0829879269003868,-0.0373168364167213,still
1761430232026285300,0.2128070305086672,0.0170221176778897,0.2208551662772893,-0.0353415310382843,0.0274336207658052,-0.023537989705801,still
1761430232046228500,0.2365606849312782,-0.0372338251773268,0.0866430951863527,-0.0020126283634454,-0.0048101381398737,0.0131925661116838,still
1761430232066172400,0.0669303867176175,0.0410534017317928,-0.1815460691958665,0.0576154701411724,0.0083215264603495,0.0312331765890121,still
1761430232086115300,-0.104629564384371,-0.0221580923268571,-0.3268184634834528,0.1368729919195175,0.0276829525828361,0.033526886254549,still
1761430232106059300,-0.2060937966056168,-0.1809543321141041,-0.2962836244881153,0.1885551363229751,0.033048465847969,0.0180159825831651,still
1761430232126002400,-0.1502516440048813,-0.3432262851879,0.0056330374509096,0.1527650654315948,-0.0089053167030215,-0.0232321303337812,still
1761430232145945300,-0.1736249208077788,-0.3432673113180324,0.2658282804697752,0.0389808267354965,-0.0705090388655662,-0.0753718018531799,still
1761430232165889300,-0.0903819894537329,-0.2402257467774674,0.2144172421842813,-0.0315662361681461,-0.0781631097197532,-0.0886589363217353,still
1761430232185832200,-0.088084233905375,-0.0160682875517755,-0.1262321782529354,0.0012527226936072,-0.0208583008497953,-0.0860670208930969,still
1761430232205776100,-0.0383422978758811,0.1987461372565478,-0.3160889796763658,0.072917565703392,0.0536361970007419,-0.0601327531039714,still
1761430232225718800,0.0028483751684427,0.1570751333493739,-0.1310375327080488,0.0736298337578773,0.0198814403265714,-0.0340630300343036,still
1761430232245663000,0.0654879328243434,0.128941546809487,0.0576852962493896,0.0426942929625511,0.0439638718962669,0.0118948724120855,still
1761430232265606000,0.0624875819645822,0.0001076250929385,0.202504101550579,0.0116673186421394,0.0006940928287804,0.0404810234904289,still
1761430232285549800,-0.0134571552053093,-0.1157920693138614,0.2812625809669494,-0.0109156016260385,-0.0660072043538093,0.0483028069138526,still
1761430232305493000,-0.074913494426012,-0.1362998006178066,0.2529617846339941,-0.0076011293567717,-0.0958046987652778,0.0388497188687324,still
1761430232325437000,-0.0987302772127091,-0.2127236630741506,0.0768003310859203,0.0123283248394727,-0.0826821103692054,0.0184186901897192,still
1761430232345379800,-0.0682573975376784,-0.1659370331862941,-0.0241752408355474,0.0216027796268463,-0.0178234446793794,0.0094331381842494,still
1761430232365323800,0.0214889243610203,-0.1620375049971044,0.0662292527109384,0.018110217526555,-0.0208218619227409,0.0045018726959824,still
1761430232385266700,0.0938894130527973,-0.1196633212566375,0.1172661969870328,0.0130884582176804,-0.0403014235198497,0.012309480458498,still
1761430232405209900,0.1361097214058041,-0.0134711471980437,0.144485627824068,0.0084421876817941,-0.0643324479460716,0.0360792949795722,still
1761430232425153800,0.1962061704501509,0.0386392349958419,0.0447784684032201,0.0189216565340757,-0.0594257339835166,0.0587692968547344,still
1761430232445096700,0.126667354799807,-0.0417222591703757,0.003453939846158,0.01594721339643,-0.0128351934254169,0.0622173473238945,still
1761430232465041000,0.0801506644271314,-0.1095026503134518,-0.0227285491585731,0.017236603423953,0.0486054942011833,0.057745985686779,still
1761430232484983800,0.0609830226205289,-0.1178520705835893,0.1238730479061603,0.0276502091437578,0.0503238029778003,0.044949147850275,still
1761430232504928000,0.0647001434475183,-0.1887866514412686,0.2925222261279821,0.0132262455299496,-0.053187258541584,0.0112564479932188,still
1761430232524871000,0.0599931348003447,-0.1383284934338182,0.1830091274857521,-0.0265460554510355,-0.0511019900441169,-0.0132065126672387,still
1761430232544814800,0.0840051478981971,0.0192715405724942,-0.0661988575726747,-0.0340559743344783,0.0211395975202322,-0.0007433608407154,still
1761430232564757800,0.1144112459473311,0.1113751661870628,-0.1716746635228395,-0.0011999291600659,0.041363563388586,0.0221219435334205,still
1761430232584701700,0.0809155113197863,0.0868059941304847,-0.0790688605397939,0.0450988113880157,0.0286226402968168,0.0406774170696735,still
1761430232604644900,-0.0324767668433487,0.0450808123506605,-0.0421048652797937,0.0897677466273307,0.0238641053438186,0.0414713062345981,still
1761430232624588800,-0.0886320770464837,-0.0700368283003568,0.1263257017552852,0.0656650513410568,-0.0452247075736522,0.0158359091728925,still
1761430232644531700,-0.0989862978003919,-0.0622663038967177,0.2129372327595949,-0.0143472030758857,-0.0283615943044424,0.0139110973104834,still
1761430232664474600,-0.149499802724272,-0.0191489371061325,0.0475216296315193,-0.049317080527544,0.0326975099742412,0.0147943114861845,still
1761430232684418800,-0.1659409421764314,-0.0118134796515107,-0.2493675595343112,0.0319928638637065,0.0857559740543365,0.0083431797102093,still
1761430232704362000,-0.1358231595493853,-0.0604501943854615,-0.3155401136219501,0.144013449549675,0.0675027966499328,-0.0049033286049962,still
1761430232724306000,-0.0099601068697869,-0.0294411985397338,-0.1993278096020221,0.188832938671112,0.0938495695590972,0.0142875844612717,still
1761430232744248800,-0.0415248734347522,-0.0380684128379449,0.0601198299199342,0.1133485808968544,0.1455605030059814,0.0234118681401014,still
1761430232764192800,-0.0102241646334528,-0.1709436823671683,0.3329991979449987,0.0274304561316967,0.1666287034749984,0.0611949041485786,still
1761430232784136000,-0.2609612589552998,-0.1478658813795074,0.26636019538939,0.0019866146612912,0.2342508882284164,0.0148287396878004,still
1761430232804079900,-0.0152149586580693,-0.2993630319334566,0.2652595406711101,0.0156669840216636,0.1070760414004325,0.000798960274551,still
1761430232824022800,0.0267053438350558,-0.1782899534767493,-0.0059025020420551,0.0667638704180717,0.046321939677,-0.0217883847653865,still
1761430232843966700,0.1517711086571216,0.0241884291106834,-0.1293587858408689,0.0978994891047477,0.0593822449445724,0.0196678396314382,still
1761430232863909600,0.2002374717928469,0.1429649575954303,-0.0871785172373056,0.1271592080593109,0.0871821045875549,0.0623758248984813,still
1761430232883853800,-0.0189677353203296,0.1667705614009872,0.1568658014476299,0.0952375680208206,0.0984412655234336,0.0684876888990402,still
1761430232903797000,0.1395728674717247,-0.0795372087039053,0.29642390974164,0.0162611808627843,0.1047965586185455,0.0739639922976493,still
1761430232923740000,0.1138923366397619,-0.158824315104261,0.3940460795819759,-0.0303290039300918,0.0472931824624538,0.0439498424530029,still
1761430232943683800,0.0423328288167715,-0.1093732883127406,0.2582815183520316,-0.0220994502305984,-0.0376105345785617,0.0024005006998777,still
1761430232963626800,0.1348528532125055,-0.0026209961533546,0.0043178631991147,0.0389200821518898,-0.0464138910174369,-0.0081155598163604,still
1761430232983570700,0.0555889084920287,0.0453220006953924,-0.0877542712986469,0.0896740481257438,0.0129098184406757,-0.0196220427751541,still
1761430233003513900,0.1048133965186774,-0.0084126582320779,-0.0096241529136896,0.0939962193369865,0.043348092585802,-0.0272607766091823,still
1761430233023457800,0.1561436246529221,-0.0425167340163141,0.1484042625725269,0.0527505837380886,0.0235106348991394,-0.0430113822221756,still
1761430233043400700,0.184412710673362,-0.0493884464167058,0.2104892550855875,0.0178222768008708,0.0519234016537666,-0.0399778597056865,still
1761430233063344600,0.2151135538853704,-0.0947987829826772,0.1513888313412666,0.0061575109139084,0.0480993799865245,-0.0369801670312881,still
1761430233083287800,0.1877763418875634,-0.0900852715294808,0.1782435205191373,0.0290384981781244,-0.0177634879946708,-0.0424909368157386,still
1761430233103232000,0.1993937144450843,0.0094477734334766,0.1275882690370083,0.0544475726783275,-0.0846434608101844,-0.035472210496664,still
1761430233123175000,0.1872096479155123,0.1015425581544637,-0.0589502016186714,0.0523750036954879,-0.0536761432886123,-0.0049999924376606,still
1761430233143117800,0.0859212106525898,0.1622892878010869,-0.1372071612536907,0.0115478495135903,0.0772305056452751,0.0194364860653877,still
1761430233163061800,0.0350268897175788,0.0404258992169052,0.0315659356087446,-0.0148531086742877,0.0921304300427436,0.0316359214484691,still
1761430233183005000,-0.0259513105973601,-0.0519062013912945,0.0228787712842226,0.0123894056305289,0.0768457278609275,0.0296270251274108,still
1761430233202948900,-0.071637687625736,-0.0469619499221444,0.0908007993876934,0.0389076396822929,0.0172128714621067,0.0207735206931829,still
1761430233222891500,0.0598792991623282,-0.1294640728462487,0.2696428703218698,0.0096728391945362,-0.0822622776031494,0.0250014383345842,still
1761430233242835500,0.0056833063334226,-0.0893973623305559,0.299288651522994,-0.055593516677618,-0.0764714479446411,0.0323509164154529,still
1761430233262778600,-0.0875374136775732,-0.0850271844223141,0.1394540633976459,-0.0951491817831993,-0.0445012226700782,0.0239704344421625,still
1761430233282722600,-0.1624180287472903,-0.0508154104799032,-0.1465916601926088,-0.0541952103376388,-0.0122216120362281,0.0018260668730363,still
1761430233302665500,-0.2421240181468427,0.0138255501262843,-0.2562012049466371,0.0274601615965366,0.0234457235783338,-0.0019720424897968,still
1761430233322609700,-0.0493957529403269,-0.1372897980358451,-0.075804890307784,0.0657292529940605,-0.0650196969509124,-0.0072285896167159,still
1761430233342552600,-0.0949088192284107,-0.0869845290351659,0.1526011297404766,0.0362607985734939,-0.0907912403345108,-0.0405961871147155,still
1761430233362495700,-0.078461688426882,-0.1396998548522591,0.1975391726195812,-0.025794368237257,-0.0433838255703449,-0.0385142751038074,still
1761430233382439700,0.1449950386509299,-0.2998014964159577,0.1857248161852359,-0.087993212044239,-0.0350099317729473,-0.0321105308830738,still
1761430233402382600,-0.0298372121199965,-0.0895371361274272,-0.055377603828907,-0.0650510117411613,0.0356845334172248,-0.0529689490795135,still
1761430233422326500,0.1659916494503617,-0.0008592471778392,-0.109835754725337,-0.0185022186487913,0.0385880134999752,-0.0317751094698905,still
1761430233442269400,0.2158956441737711,0.0821942260187119,0.0148819273114204,0.0149257536977529,-0.0198199693113565,-0.0017980639822781,still
1761430233462213600,0.2352896420821547,0.1431023567721247,-0.023166940575838,0.0605936162173748,-0.0424499846994876,0.0329748019576072,still
1761430233482156500,0.2308338317170739,0.1167407118082046,-0.0948942061811685,0.0845373719930648,-0.0308826472610235,0.0557963587343692,still
1761430233502100500,0.2258738712221384,-0.0427224857214838,0.0467190810769796,0.0431604906916618,-0.0286027267575263,0.063574880361557,still
1761430233522043400,0.1187763092890381,-0.107185532477498,0.0181318690180778,0.014057102613151,0.0370165780186653,0.0577996112406253,still
1761430233541987600,-0.0128586047902703,-0.1070442243106663,0.0231178407371044,-0.0121696572750806,0.1084354147315025,0.037135761231184,still
1761430233561930800,0.0314807415433228,-0.056009398926422,0.1483773745656013,-0.0060712629929184,0.0973551794886589,0.0406330078840255,still
1761430233581873700,0.1431394739121198,0.0220496269837021,0.1872638623207807,0.0295965503901243,0.0309334676712751,0.0667124763131141,still
1761430233601817600,0.1617414446599781,0.0310578399561345,0.1272241118997335,0.0786909386515617,-0.0069493516348302,0.1008003205060958,still
1761430233621760500,0.1408389418847858,0.070625734104216,0.0815641844868659,0.0985734909772872,-0.0214602798223495,0.1329258978366851,still
1761430233641704400,0.0661418666884303,-0.0684843381613492,0.2347474980294704,0.0521271117031574,-0.0594401955604553,0.1267988830804824,still
1761430233661647600,0.0030927053183317,-0.1879742025472223,0.3724526719331741,-0.0299021229147911,-0.0711088925600051,0.1036632135510444,still
1761430233681591600,0.0033832126975059,-0.2256792254328727,0.0502127684116363,-0.0605936981737613,-0.0274010263383388,0.0902494341135025,still
1761430233701534500,-0.1451264099456369,-0.1164834491115063,-0.2368207971721887,-0.04109713062644,0.0400071777403354,0.0666548758745193,still
1761430233721478400,-0.0824018043547868,-0.0533519432201981,-0.3141168028205633,0.0032479136716574,0.0811063647270202,0.0666776224970817,still
1761430233741421600,-0.0843638982079923,-0.0480447036575526,-0.0636918431878089,0.0254333764314651,0.0186192877590656,0.0634661167860031,still
1761430233761365800,-0.0562060174770653,-0.0492784832362085,0.1014051955103874,0.0112040843814611,-0.0574332065880298,0.0581163354218006,still
1761430233781308700,-0.0581833088994026,-0.0251135445989668,-0.0380780939817428,0.012323142029345,-0.0378943458199501,0.0632519349455833,still
1761430233801251600,-0.1394556708328425,-0.0201404323615133,-0.2429085926532745,0.054860845208168,0.0409380719065666,0.0512330196797847,still
1761430233821195500,-0.1935413351550698,-0.1032020157992839,-0.2311895132869482,0.1075712218880653,0.0851958841085434,0.0201739333570003,still
1761430233841138700,-0.2524588035479188,-0.0733791975308209,0.0959048445284366,0.0778651386499404,0.129800334572792,-0.0222453456372022,still
1761430233861082600,0.0244213245511055,-0.2374214664790779,0.4116360968083143,-0.0065305610187351,0.102688618004322,-0.0242712218314409,still
1761430233881025500,-0.0541987693078815,-0.0732842127237469,0.5015875858902931,-0.0357476659119129,-0.0233645793050527,-0.0299066752195358,still
1761430233900969500,0.2099745835617184,-0.075992375703901,0.2493909404098987,0.007711905054748,-0.1085695996880531,-0.001254501985386,still
1761430233920912400,0.0686009502783417,-0.0249450561642646,-0.0097995094805955,0.0050191562622785,-0.0621538795530796,-0.0117786368355154,still
1761430233940856600,0.0572252775222063,0.0193047852549701,-0.0676747753441333,-0.0413888692855834,0.0540104061365127,-0.016456801444292,still
1761430233960799500,0.0659435676373541,0.143164827549085,-0.1180260754436254,-0.0533790476620197,0.1171774268150329,0.0191985126584768,still
1761430233980742400,0.2451104866117238,0.0941162075459957,-0.1589700802505016,0.0221093893051147,0.0239701922982931,0.059357464313507,still
1761430234000686600,0.2250298216134309,0.0810797619707882,-0.1350619659185409,0.1023606434464454,-0.0911106690764427,0.0892843976616859,still
1761430234020629800,0.1806292466118931,0.0228453804712742,-0.0263110838204622,0.0974220111966133,-0.0984505042433738,0.1133451387286186,still
1761430234040573700,0.0361228682607412,-0.0089040219455957,-0.0263256968677043,0.0604493208229541,-0.0460843071341514,0.1208522990345954,still
1761430234060516600,-0.0707825321011245,-0.0603377835195511,-0.0704424864917993,0.0586165338754653,-0.0240229479968547,0.1080006808042526,still
1761430234080460500,-0.214513834426552,-0.1104058096982538,-0.1462327637523412,0.0826197266578674,-0.0062876371666789,0.074963591992855,still
1761430234100403500,-0.2110781608894467,-0.1858935238156467,0.0309410817086696,0.0658391714096069,-0.0153572289273142,0.026793697848916,still
1761430234120347400,-0.201165984814614,-0.2139458252802491,0.1814952157914638,0.0153919290751218,-0.0270693711936473,-0.0068826079368591,still
1761430234140290600,-0.1159286647729575,-0.0990340093996375,0.1722013177454471,-0.013980533927679,-0.0623034089803695,-0.0216480623930692,still
1761430234160233500,-0.0756875475384294,0.0410088136713951,-0.0571358456730842,0.008107672445476,-0.0773788094520568,-0.0143056092783808,still
1761430234180177400,-0.0746573277078569,0.2701920286372304,-0.1054629464685916,0.0581290796399116,-0.0860577374696731,0.0070757269859313,still
1761430234200120600,-0.0133522335261106,0.1986185653541237,-0.0623684856295585,0.086540013551712,-0.100440464913845,0.0153451897203922,still
1761430234220064300,-0.1182939325995743,0.1515717866927385,-0.0689414342790842,0.1079107224941253,-0.0400316826999187,0.0005836652126163,still
1761430234240007200,-0.1509182912200689,0.090544559604302,0.0432481900960207,0.0923569649457931,0.0144878793507814,-0.021672086790204,still
1761430234259951400,-0.071412792828679,0.0532532320860773,0.1938479168862104,0.061767604202032,0.0768284127116203,-0.032818779349327,still
