time,seconds_elapsed,z,y,x
1761509380649980700,0.068980712890625,-0.00034365709871053696,0.0013350015506148338,0.0005267360247671604
1761509380670137900,0.089137939453125,0.002588558243587613,-0.003053429536521435,-0.0006555353756994009
1761509380690295000,0.109294921875,0.0022008793894201517,0.00012170616537332535,-0.000869084382429719
1761509380710452700,0.12945263671875,-0.0016935945022851229,-0.0012838253751397133,-0.0006763823330402374
1761509380730610000,0.14960986328125,0.0002464053686708212,-0.0010733697563409805,-0.0003231731243431568
1761509380750767900,0.169767822265625,-0.0027339747175574303,-0.0004089772701263428,0.0002173746470361948
1761509380770924800,0.1899248046875,0.001266832696273923,-0.00013626925647258759,-0.0011533545330166817
1761509380791082000,0.21008203125,0.0006319768726825714,-0.000044673681259155273,-0.0017084325663745403
1761509380811240000,0.230239990234375,0.001021767733618617,0.0021502748131752014,0.0004363360349088907
1761509380831396900,0.25039697265625,0.0007439169567078352,-0.0006737951189279556,0.00024298112839460373
1761509380851553800,0.2705537109375,0.0031525124795734882,0.0007305610924959183,-0.0011843899264931679
1761509380871712000,0.2907119140625,-0.0007292455993592739,-0.0005356334149837494,-0.002317397855222225
1761509380891869000,0.310868896484375,0.0010231975466012955,-0.0008366722613573074,0.00006270129233598709
1761509380912027000,0.33102685546875,0.002700547222048044,0.0009137149900197983,0.00022673583589494228
1761509380932184000,0.35118408203125,0.001540494617074728,-0.0007012104615569115,0.0011163020972162485
1761509380952340700,0.3713408203125,-0.003482133848592639,0.0030829301103949547,-0.00046240747906267643
1761509380972499000,0.3914990234375,-0.00006118207238614559,0.0001944955438375473,-0.0023304717615246773
1761509380992656000,0.41165576171875,-0.0015093248803168535,0.0018404247239232063,0.001561425277031958
1761509381012813800,0.431813720703125,-0.0019173999316990376,-0.000916813500225544,0.002669752575457096
1761509381032970800,0.451970703125,0.0006346274167299271,0.0008922992274165154,-0.002270270837470889
1761509381053127700,0.472127685546875,0.001530165085569024,0.0010942518711090088,-0.001670638332143426
1761509381073286000,0.492285888671875,0.001383508089929819,0.000384526327252388,-0.00044206855818629265
1761509381093442600,0.512442626953125,0.0034435326233506203,-0.00033337250351905823,0.000610048184171319
1761509381113599700,0.532599853515625,0.0008120848797261715,-0.003045019693672657,0.0010006600059568882
1761509381133758000,0.552758056640625,-0.0004707430489361286,0.001882181502878666,0.001078848261386156
1761509381153914600,0.57291455078125,-0.0003610801650211215,0.00014550704509019852,-0.0031128383707255125
1761509381174072800,0.59307275390625,-0.0000034803524613380432,-0.0003336910158395767,-0.0018770694732666016
1761509381194229800,0.613229736328125,0.0012398178223520517,-0.0014125611633062363,0.0016119452193379402
1761509381214386700,0.63338671875,0.0014174138195812702,0.0007501151412725449,-0.002393739763647318
1761509381234544600,0.653544677734375,0.0009743825066834688,-0.0000040978193283081055,0.003748649265617132
1761509381254701800,0.673701904296875,-0.0012363099958747625,0.00045723095536231995,-0.00045916694216430187
1761509381274859800,0.69385986328125,-0.0005023985868319869,-0.0013703284785151482,0.0005239271558821201
1761509381295016700,0.7140166015625,0.06748055666685104,-0.0030132122337818146,-0.00018227752298116684
1761509381315174000,0.734173828125,0.05627048388123512,-0.0008388720452785492,0.0004318144638091326
