time,seconds_elapsed,z,y,x
1761507806569942000,0.07094189453125,-0.11800386361181735,-0.00041103761945851145,0.04205795739814639
1761507806590098000,0.091097900390625,-0.1481342134594917,-0.040873642984405156,0.05833298303578049
1761507806610252800,0.111252685546875,-0.16437866129577158,-0.09709906841483898,0.0031214199561625717
1761507806630409000,0.131408935546875,-0.06781564511954784,-0.09064126144442707,0.03816990045104176
1761507806650563800,0.151563720703125,-0.1587970617711544,-0.06662933967811986,0.08441705316733568
1761507806670719700,0.1717197265625,-0.1402881761342287,0.053674243110278616,0.05374894318114966
1761507806690876000,0.1918759765625,-0.15708207454681394,0.014524556107958778,0.0018878230405971407
1761507806711031000,0.212031005859375,-0.15944354298114777,0.053738640982843935,-0.03397222956549376
1761507806731187000,0.23218701171875,-0.06829495306909084,0.043919166426453736,-0.02767020681183785
1761507806751341800,0.252341796875,-0.029687866777181625,0.029877078339504076,-0.01700487428214401
1761507806771498000,0.272498046875,0.01589139661490917,0.019437572188628835,-0.007340681619010865
1761507806791652900,0.29265283203125,-0.019924597653746604,-0.034269860805198546,-0.019475246451050043
1761507806811808800,0.312808837890625,0.04898293435573577,0.011935799990082159,-0.008914031882956624
1761507806831965400,0.33296533203125,-0.01831131723821163,-0.05762664313102141,0.029471959004178643
1761507806852120300,0.353120361328125,-0.0033890579164028165,-0.05067869628979824,0.07696965977083892
1761507806872276500,0.3732763671875,-0.06045651452839374,-0.02353390159155242,0.1016677189040929
1761507806892431600,0.393431640625,-0.05254501075148582,0.01693978228983469,0.09906553704906254
1761507806912587500,0.41358740234375,-0.06605857231914997,-0.036408069277135656,0.08925024547744542
1761507806932742400,0.433742431640625,-0.056437342014908784,-0.07457776879877782,0.06535104510430247
1761507806952898600,0.453898681640625,-0.09700666829049587,-0.09283265227517112,0.03895491334889084
1761507806973053400,0.474053466796875,-0.013808160600066184,-0.016858360217232256,0.015626096742227674
1761507806993209300,0.494209228515625,-0.01516074425280094,-0.06198188833161257,0.05619648246373981
1761507807013365500,0.514365478515625,-0.0031306992411613463,-0.08334255580361932,0.10473485138975083
