time,seconds_elapsed,z,y,x
1761430231866737400,0.0837373046875,-0.05807892233133316,-0.049405232071876526,-0.006816415581852198
1761430231886681300,0.103681396484375,-0.06966913491487503,-0.07677996903657913,0.01942537911236286
1761430231906624300,0.123624267578125,-0.07561171799898148,-0.13430877029895782,-0.044148802757263184
1761430231926567400,0.1435673828125,-0.08535928279161453,-0.09679751843214035,-0.04829168692231178
1761430231946511400,0.163511474609375,-0.08702272921800613,-0.0186486653983593,0.014252237975597382
1761430231966454300,0.183454345703125,-0.07261086255311966,0.04275042191147804,0.04936729744076729
1761430231986398200,0.203398193359375,-0.05446670204401016,0.07274209707975388,0.012871875427663326
1761430232006341000,0.223341064453125,-0.037316836416721344,0.08298792690038681,-0.025542018935084343
1761430232026285300,0.243285400390625,-0.02353798970580101,0.027433620765805244,-0.0353415310382843
1761430232046228500,0.263228515625,0.013192566111683846,-0.004810138139873743,-0.002012628363445401
1761430232066172400,0.28317236328125,0.031233176589012146,0.00832152646034956,0.05761547014117241
1761430232086115300,0.303115234375,0.033526886254549026,0.02768295258283615,0.13687299191951752
1761430232106059300,0.323059326171875,0.01801598258316517,0.033048465847969055,0.18855513632297516
1761430232126002400,0.34300244140625,-0.023232130333781242,-0.008905316703021526,0.15276506543159485
1761430232145945300,0.3629453125,-0.07537180185317993,-0.07050903886556625,0.03898082673549652
1761430232165889300,0.38288916015625,-0.08865893632173538,-0.07816310971975327,-0.03156623616814613
1761430232185832200,0.402832275390625,-0.08606702089309692,-0.02085830084979534,0.0012527226936072111
1761430232205776100,0.422776123046875,-0.06013275310397148,0.05363619700074196,0.07291756570339203
1761430232225718800,0.44271875,-0.034063030034303665,0.019881440326571465,0.07362983375787735
1761430232245663000,0.4626630859375,0.011894872412085533,0.04396387189626694,0.04269429296255112
1761430232265606000,0.48260595703125,0.040481023490428925,0.0006940928287804127,0.011667318642139435
1761430232285549800,0.5025498046875,0.04830280691385269,-0.06600720435380936,-0.010915601626038551
1761430232305493000,0.522492919921875,0.03884971886873245,-0.09580469876527786,-0.0076011293567717075
1761430232325437000,0.54243701171875,0.0184186901897192,-0.08268211036920547,0.01232832483947277
1761430232345379800,0.5623798828125,0.009433138184249401,-0.017823444679379463,0.021602779626846313
1761430232365323800,0.58232373046875,0.004501872695982456,-0.020821861922740936,0.01811021752655506
1761430232385266700,0.6022666015625,0.012309480458498001,-0.04030142351984978,0.013088458217680454
1761430232405209900,0.6222099609375,0.036079294979572296,-0.06433244794607162,0.008442187681794167
1761430232425153800,0.64215380859375,0.05876929685473442,-0.05942573398351669,0.018921656534075737
1761430232445096700,0.6620966796875,0.0622173473238945,-0.012835193425416946,0.015947213396430016
1761430232465041000,0.682041015625,0.05774598568677902,0.04860549420118332,0.017236603423953056
1761430232484983800,0.70198388671875,0.04494914785027504,0.05032380297780037,0.02765020914375782
1761430232504928000,0.721927978515625,0.011256447993218899,-0.053187258541584015,0.013226245529949665
1761430232524871000,0.741870849609375,-0.013206512667238712,-0.051101990044116974,-0.0265460554510355
1761430232544814800,0.76181494140625,-0.0007433608407154679,0.0211395975202322,-0.03405597433447838
1761430232564757800,0.7817578125,0.022121943533420563,0.041363563388586044,-0.001199929160065949
1761430232584701700,0.80170166015625,0.04067741706967354,0.028622640296816826,0.04509881138801575
